qid,cid,query_ID,query,comment_ID,comment,label1,label2,label3,l1,l2,l3,sum
3,4,qid_3_cid_4,京东研发体系618店庆指挥部在紧张工作，为京东店庆促销保驾护航！,repos-cmnt-2042341600,在京东店庆前一天买了CKONE199块，第二天立刻249块。,差(-1),中(+0),中(+0),-1,0,0,-1
3,5,qid_3_cid_5,京东研发体系618店庆指挥部在紧张工作，为京东店庆促销保驾护航！,repos-cmnt-2003746760,京东史上最强店庆月，是京东赚了还是用赚了？一起来看。,差(-1),中(+0),中(+0),-1,0,0,-1
3,6,qid_3_cid_6,京东研发体系618店庆指挥部在紧张工作，为京东店庆促销保驾护航！,repos-cmnt-2002415350,4000万祝庆京东店庆。,差(-1),中(+0),好(+1),-1,0,1,0
3,7,qid_3_cid_7,京东研发体系618店庆指挥部在紧张工作，为京东店庆促销保驾护航！,repos-cmnt-2026372060,京东周年庆缺乏诚意总结完毕,差(-1),好(+1),好(+1),-1,1,1,1
3,8,qid_3_cid_8,京东研发体系618店庆指挥部在紧张工作，为京东店庆促销保驾护航！,repos-cmnt-2016707610,京东店庆。有苏宁，更欢乐,差(-1),中(+0),差(-1),-1,0,-1,-2
3,9,qid_3_cid_9,京东研发体系618店庆指挥部在紧张工作，为京东店庆促销保驾护航！,repos-cmnt-2037816650,现在还是京东店庆月？,中(+0),差(-1),好(+1),0,-1,1,0
3,10,qid_3_cid_10,京东研发体系618店庆指挥部在紧张工作，为京东店庆促销保驾护航！,repos-cmnt-2020559140,京东店庆，模特太丑，拒买商品。,中(+0),好(+1),好(+1),0,1,1,2
3,11,qid_3_cid_11,京东研发体系618店庆指挥部在紧张工作，为京东店庆促销保驾护航！,repos-cmnt-2023795090,店庆价格比别的网高1000块呢,中(+0),好(+1),好(+1),0,1,1,2
3,12,qid_3_cid_12,京东研发体系618店庆指挥部在紧张工作，为京东店庆促销保驾护航！,repos-cmnt-2028593630,京东10年店庆啊，祝贺，我也要有实惠了,中(+0),差(-1),好(+1),0,-1,1,0
3,13,qid_3_cid_13,京东研发体系618店庆指挥部在紧张工作，为京东店庆促销保驾护航！,repos-cmnt-2015157490,京东店庆嘛，所以就一起来了,差(-1),中(+0),差(-1),-1,0,-1,-2
3,14,qid_3_cid_14,京东研发体系618店庆指挥部在紧张工作，为京东店庆促销保驾护航！,repos-cmnt-2022373300,今天京东店庆啊。其他网站当然跟着上。,差(-1),中(+0),中(+0),-1,0,0,-1
3,15,qid_3_cid_15,京东研发体系618店庆指挥部在紧张工作，为京东店庆促销保驾护航！,repos-cmnt-2023292060,精彩三国，纷呈店庆。,差(-1),中(+0),差(-1),-1,0,-1,-2
4,1,qid_4_cid_1,移动设备改变生活，如今聚餐时确是这场景，我们成了信息的奴隶。,repos-cmnt-2016526170,的确，移动媒体还将继续改变我们接受/处理信息和生活。,中(+0),好(+1),好(+1),0,1,1,2
4,2,qid_4_cid_2,移动设备改变生活，如今聚餐时确是这场景，我们成了信息的奴隶。,repos-cmnt-2019380110,短短6年，移动媒体改变了我们。,中(+0),中(+0),好(+1),0,0,1,1
4,3,qid_4_cid_3,移动设备改变生活，如今聚餐时确是这场景，我们成了信息的奴隶。,repos-cmnt-2017887400,都沦落成科技的奴隶了。科技改变生活、科技也限制生活,好(+1),好(+1),好(+1),1,1,1,3
4,4,qid_4_cid_4,移动设备改变生活，如今聚餐时确是这场景，我们成了信息的奴隶。,repos-cmnt-2005741900,很有个性的移动设备-_-||,中(+0),差(-1),差(-1),0,-1,-1,-2
4,5,qid_4_cid_5,移动设备改变生活，如今聚餐时确是这场景，我们成了信息的奴隶。,repos-cmnt-2033386750,有几个设备真的要逆天,中(+0),差(-1),差(-1),0,-1,-1,-2
4,6,qid_4_cid_6,移动设备改变生活，如今聚餐时确是这场景，我们成了信息的奴隶。,repos-cmnt-2010181780,果真是移动改变生活了。智能机的魅力。,好(+1),中(+0),好(+1),1,0,1,2
4,7,qid_4_cid_7,移动设备改变生活，如今聚餐时确是这场景，我们成了信息的奴隶。,repos-cmnt-2033021780,移动改变生活呗，他这是办的什么套餐啊。哈哈,中(+0),差(-1),差(-1),0,-1,-1,-2
4,8,qid_4_cid_8,移动设备改变生活，如今聚餐时确是这场景，我们成了信息的奴隶。,repos-cmnt-2021783350,移动改变生活。精彩在沃。(电信的广告词我倒是忘了。),中(+0),中(+0),中(+0),0,0,0,0
4,9,qid_4_cid_9,移动设备改变生活，如今聚餐时确是这场景，我们成了信息的奴隶。,repos-cmnt-2001403080,确时此时此刻很迷茫可是我要的生活又是什么样的了,差(-1),差(-1),差(-1),-1,-1,-1,-3
4,10,qid_4_cid_10,移动设备改变生活，如今聚餐时确是这场景，我们成了信息的奴隶。,repos-cmnt-2021500310,生活无法改变时，我们能改变的是对生活的态度！,差(-1),中(+0),差(-1),-1,0,-1,-2
4,11,qid_4_cid_11,移动设备改变生活，如今聚餐时确是这场景，我们成了信息的奴隶。,repos-cmnt-2023059670,应该还有些的吧…leapmotion神马的😏,差(-1),差(-1),差(-1),-1,-1,-1,-3
4,12,qid_4_cid_12,移动设备改变生活，如今聚餐时确是这场景，我们成了信息的奴隶。,repos-cmnt-2037156560,等小互全都收集到发奖品,差(-1),差(-1),差(-1),-1,-1,-1,-3
4,13,qid_4_cid_13,移动设备改变生活，如今聚餐时确是这场景，我们成了信息的奴隶。,repos-cmnt-2018018520,应该还有谷歌眼镜和leapmotion,差(-1),差(-1),中(+0),-1,-1,0,-2
4,14,qid_4_cid_14,移动设备改变生活，如今聚餐时确是这场景，我们成了信息的奴隶。,repos-cmnt-2014044290,多少年后我们是不是会用同样的方式来怀念现在火爆的移动设备？。,中(+0),中(+0),好(+1),0,0,1,1
4,15,qid_4_cid_15,移动设备改变生活，如今聚餐时确是这场景，我们成了信息的奴隶。,repos-cmnt-2012098460,唉！生活像一把无情刻刀，改变了我们模样。,差(-1),差(-1),差(-1),-1,-1,-1,-3
5,1,qid_5_cid_1,分享图片：台灣之美分享「墾丁」,repos-cmnt-2005149350,有生之年，一定要去一次台湾。,好(+1),好(+1),好(+1),1,1,1,3
5,2,qid_5_cid_2,分享图片：台灣之美分享「墾丁」,repos-cmnt-2025081170,太美了，呵呵，想住进去啊。,好(+1),好(+1),好(+1),1,1,1,3
5,3,qid_5_cid_3,分享图片：台灣之美分享「墾丁」,repos-cmnt-2011733390,噢。海洋。蔡先生不游泳，会不会坐在烫烫的白沙滩吹海风呢？,差(-1),差(-1),差(-1),-1,-1,-1,-3
5,4,qid_5_cid_4,分享图片：台灣之美分享「墾丁」,repos-cmnt-2004300170,请问这是哪家酒店？还是私家住宅？,中(+0),中(+0),中(+0),0,0,0,0
5,5,qid_5_cid_5,分享图片：台灣之美分享「墾丁」,repos-cmnt-2039141830,去台湾的话，一定要去垦丁。希望手续可以简便一点。,差(-1),好(+1),好(+1),-1,1,1,1
5,6,qid_5_cid_6,分享图片：台灣之美分享「墾丁」,repos-cmnt-2042938470,自然之美让人无限向往,好(+1),好(+1),好(+1),1,1,1,3
5,7,qid_5_cid_7,分享图片：台灣之美分享「墾丁」,repos-cmnt-2028024100,海角7号有木有我在垦丁天气晴有木有,差(-1),差(-1),好(+1),-1,-1,1,-1
5,8,qid_5_cid_8,分享图片：台灣之美分享「墾丁」,repos-cmnt-2001937210,我在垦丁天气晴。,差(-1),差(-1),好(+1),-1,-1,1,-1
5,9,qid_5_cid_9,分享图片：台灣之美分享「墾丁」,repos-cmnt-2007647640,未来目的地，喜欢垦丁这个名字。,好(+1),中(+0),好(+1),1,0,1,2
5,10,qid_5_cid_10,分享图片：台灣之美分享「墾丁」,repos-cmnt-2012652050,垦丁垦丁，曾经路过，美,好(+1),好(+1),好(+1),1,1,1,3
5,11,qid_5_cid_11,分享图片：台灣之美分享「墾丁」,repos-cmnt-2031867900,好美！终于可以自由行了，一定来玩！,差(-1),中(+0),中(+0),-1,0,0,-1
5,12,qid_5_cid_12,分享图片：台灣之美分享「墾丁」,repos-cmnt-2040098410,海天一色，几颗树影有画龙点睛之效，整个景亮起来了。,好(+1),好(+1),中(+0),1,1,0,2
5,13,qid_5_cid_13,分享图片：台灣之美分享「墾丁」,repos-cmnt-2021943650,"垦丁""""音乐祭""""有辣妹和音乐，挑时间去巴。",中(+0),中(+0),好(+1),0,0,1,1
5,14,qid_5_cid_14,分享图片：台灣之美分享「墾丁」,repos-cmnt-2042034920,垦丁真的是相当的漂亮，可惜逗留的时间太短，留有遗憾。,好(+1),好(+1),中(+0),1,1,0,2
5,15,qid_5_cid_15,分享图片：台灣之美分享「墾丁」,repos-cmnt-2028891430,先生早安，我们爱台湾,差(-1),中(+0),差(-1),-1,0,-1,-2
6,1,qid_6_cid_1,淡江私立高中，好漂亮的校舍，怪不得这一篇是拍婚纱的热门地点。,repos-cmnt-2000556090,说到旧校舍果然是关于七怪谈的…,差(-1),差(-1),差(-1),-1,-1,-1,-3
6,2,qid_6_cid_2,淡江私立高中，好漂亮的校舍，怪不得这一篇是拍婚纱的热门地点。,repos-cmnt-2007239060,想到了朱家妹纸的淡江记,中(+0),中(+0),好(+1),0,0,1,1
6,3,qid_6_cid_3,淡江私立高中，好漂亮的校舍，怪不得这一篇是拍婚纱的热门地点。,repos-cmnt-2004106700,这是什么年代的高中课本啊！我一点印象都没有,差(-1),差(-1),差(-1),-1,-1,-1,-3
6,4,qid_6_cid_4,淡江私立高中，好漂亮的校舍，怪不得这一篇是拍婚纱的热门地点。,repos-cmnt-2001828810,处女座的婚纱好漂亮哦,差(-1),差(-1),差(-1),-1,-1,-1,-3
6,5,qid_6_cid_5,淡江私立高中，好漂亮的校舍，怪不得这一篇是拍婚纱的热门地点。,repos-cmnt-2037470930,天枰座的婚纱好漂亮！,差(-1),差(-1),差(-1),-1,-1,-1,-3
6,6,qid_6_cid_6,淡江私立高中，好漂亮的校舍，怪不得这一篇是拍婚纱的热门地点。,repos-cmnt-2022453960,拍婚纱的女人最漂亮。,差(-1),差(-1),差(-1),-1,-1,-1,-3
6,7,qid_6_cid_7,淡江私立高中，好漂亮的校舍，怪不得这一篇是拍婚纱的热门地点。,repos-cmnt-2010271430,有校舍漂亮点的分校吗？,差(-1),中(+0),差(-1),-1,0,-1,-2
6,8,qid_6_cid_8,淡江私立高中，好漂亮的校舍，怪不得这一篇是拍婚纱的热门地点。,repos-cmnt-2019074570,好漂亮的婚纱。我喜欢第一件。,中(+0),中(+0),差(-1),0,0,-1,-1
6,9,qid_6_cid_9,淡江私立高中，好漂亮的校舍，怪不得这一篇是拍婚纱的热门地点。,repos-cmnt-2026113180,好漂亮的婚纱啊，祝你幸福小鱼儿！,中(+0),中(+0),差(-1),0,0,-1,-1
6,10,qid_6_cid_10,淡江私立高中，好漂亮的校舍，怪不得这一篇是拍婚纱的热门地点。,repos-cmnt-2012102670,好漂亮的婚纱鱼鱼，可爱！,中(+0),差(-1),差(-1),0,-1,-1,-2
6,11,qid_6_cid_11,淡江私立高中，好漂亮的校舍，怪不得这一篇是拍婚纱的热门地点。,repos-cmnt-2013138930,这就是为什么最好不要在海边拍婚纱的原因。,差(-1),差(-1),差(-1),-1,-1,-1,-3
6,12,qid_6_cid_12,淡江私立高中，好漂亮的校舍，怪不得这一篇是拍婚纱的热门地点。,repos-cmnt-2021863860,这就是为什么最好不要在海边拍婚纱的原因,差(-1),差(-1),差(-1),-1,-1,-1,-3
6,13,qid_6_cid_13,淡江私立高中，好漂亮的校舍，怪不得这一篇是拍婚纱的热门地点。,repos-cmnt-2041442390,太有才了！高中的文章，生动形象呐。,差(-1),差(-1),差(-1),-1,-1,-1,-3
6,14,qid_6_cid_14,淡江私立高中，好漂亮的校舍，怪不得这一篇是拍婚纱的热门地点。,repos-cmnt-2001407360,好漂亮的婚纱啊、希望有一天也可以穿上属于自己的漂亮婚纱,中(+0),中(+0),差(-1),0,0,-1,-1
6,15,qid_6_cid_15,淡江私立高中，好漂亮的校舍，怪不得这一篇是拍婚纱的热门地点。,repos-cmnt-2036636070,好漂亮的纯白婚纱，特别的唯美。,中(+0),好(+1),差(-1),0,1,-1,0
7,1,qid_7_cid_1,习普组合再现南非德班,repos-cmnt-2009770640,爱南非！梦想就是去南非探险！,差(-1),差(-1),差(-1),-1,-1,-1,-3
7,2,qid_7_cid_2,习普组合再现南非德班,repos-cmnt-2023666830,南非胜！2：1！,好(+1),差(-1),差(-1),1,-1,-1,-1
7,3,qid_7_cid_3,习普组合再现南非德班,repos-cmnt-2027621610,祝南非之行顺利(^_^),差(-1),好(+1),好(+1),-1,1,1,1
7,4,qid_7_cid_4,习普组合再现南非德班,repos-cmnt-2023725050,南非发飙了，越战越勇了,好(+1),差(-1),差(-1),1,-1,-1,-1
7,5,qid_7_cid_5,习普组合再现南非德班,repos-cmnt-2034414480,真好南非其实真的很美,差(-1),中(+0),中(+0),-1,0,0,-1
7,6,qid_7_cid_6,习普组合再现南非德班,repos-cmnt-2009133700,因为南非的陆地上有斑马？,差(-1),差(-1),差(-1),-1,-1,-1,-3
7,7,qid_7_cid_7,习普组合再现南非德班,repos-cmnt-2016082140,南非帝王花。霸气！,差(-1),差(-1),差(-1),-1,-1,-1,-3
7,8,qid_7_cid_8,习普组合再现南非德班,repos-cmnt-2010171450,南非旅游不错，可以真正和动物们亲近,差(-1),中(+0),差(-1),-1,0,-1,-2
7,9,qid_7_cid_9,习普组合再现南非德班,repos-cmnt-2021224010,照情形。南非今年有可能进4强喔！,中(+0),差(-1),差(-1),0,-1,-1,-2
7,10,qid_7_cid_10,习普组合再现南非德班,repos-cmnt-2017232580,话说我牧场竞猜的就是南非,中(+0),差(-1),差(-1),0,-1,-1,-2
7,11,qid_7_cid_11,习普组合再现南非德班,repos-cmnt-2035192560,哦啦啦哦啦啦，南非我爱你,差(-1),中(+0),中(+0),-1,0,0,-1
7,12,qid_7_cid_12,习普组合再现南非德班,repos-cmnt-2018861400,囧。我看成了南非的斑马有天空线。,差(-1),差(-1),差(-1),-1,-1,-1,-3
7,13,qid_7_cid_13,习普组合再现南非德班,repos-cmnt-2032149060,南非门卫和前锋表现都几抢眼.,好(+1),差(-1),差(-1),1,-1,-1,-1
7,14,qid_7_cid_14,习普组合再现南非德班,repos-cmnt-2040100170,「甄」功夫再现武林！,差(-1),差(-1),差(-1),-1,-1,-1,-3
7,15,qid_7_cid_15,习普组合再现南非德班,repos-cmnt-2018316140,南非总统夫人手上那石头真大！,差(-1),好(+1),中(+0),-1,1,0,0
8,1,qid_8_cid_1,有媽媽愛的孩子，已有最大的幸福,repos-cmnt-2000332270,好温馨的画面。心都软了,中(+0),好(+1),好(+1),0,1,1,2
8,2,qid_8_cid_2,有媽媽愛的孩子，已有最大的幸福,repos-cmnt-2012128870,我最大的幸福就是看着我爱的人一个比一个幸福。,差(-1),好(+1),差(-1),-1,1,-1,-1
8,3,qid_8_cid_3,有媽媽愛的孩子，已有最大的幸福,repos-cmnt-2000553470,对于妈妈，最大的遗憾是没有说出爱你,差(-1),中(+0),中(+0),-1,0,0,-1
8,4,qid_8_cid_4,有媽媽愛的孩子，已有最大的幸福,repos-cmnt-2025099390,人生最大的幸福，是发现自己爱的人正好也爱着自己！,中(+0),好(+1),差(-1),0,1,-1,0
8,5,qid_8_cid_5,有媽媽愛的孩子，已有最大的幸福,repos-cmnt-2037175900,爱上一个爱发脾气的女人是你最大的幸福,差(-1),中(+0),差(-1),-1,0,-1,-2
8,6,qid_8_cid_6,有媽媽愛的孩子，已有最大的幸福,repos-cmnt-2031294290,有妈妈疼的孩子最幸福！,中(+0),好(+1),中(+0),0,1,0,1
8,7,qid_8_cid_7,有媽媽愛的孩子，已有最大的幸福,repos-cmnt-2032314520,每个尿急的妈妈，都有一个淘气的孩子。,差(-1),中(+0),差(-1),-1,0,-1,-2
8,8,qid_8_cid_8,有媽媽愛的孩子，已有最大的幸福,repos-cmnt-2019475280,爱妈妈，怎样的妈妈就有怎样的女儿,差(-1),中(+0),中(+0),-1,0,0,-1
8,9,qid_8_cid_9,有媽媽愛的孩子，已有最大的幸福,repos-cmnt-2030052070,我有一个很棒的妈妈。我爱妈妈,差(-1),中(+0),中(+0),-1,0,0,-1
8,10,qid_8_cid_10,有媽媽愛的孩子，已有最大的幸福,repos-cmnt-2042346720,爱并没有那么深奥，能相依相伴便是最大的幸福。,差(-1),中(+0),好(+1),-1,0,1,0
8,11,qid_8_cid_11,有媽媽愛的孩子，已有最大的幸福,repos-cmnt-2042385010,这么多的小精灵，好有爱,中(+0),中(+0),差(-1),0,0,-1,-1
8,12,qid_8_cid_12,有媽媽愛的孩子，已有最大的幸福,repos-cmnt-2039543060,太有爱了，幸福的妈妈,好(+1),好(+1),差(-1),1,1,-1,1
8,13,qid_8_cid_13,有媽媽愛的孩子，已有最大的幸福,repos-cmnt-2013008670,这真是最大的幸福吗？,好(+1),中(+0),中(+0),1,0,0,1
8,14,qid_8_cid_14,有媽媽愛的孩子，已有最大的幸福,repos-cmnt-2023959820,有一个幸福的家庭，对自己好的人才是最重要的.,中(+0),中(+0),差(-1),0,0,-1,-1
8,15,qid_8_cid_15,有媽媽愛的孩子，已有最大的幸福,repos-cmnt-2022855110,一个父亲能为他孩子做的最好事情，就是好好爱他的妈妈。,差(-1),中(+0),差(-1),-1,0,-1,-2
9,1,qid_9_cid_1,"日本一对萌猫小兄弟 , 超上鏡超可愛 , 卖萌要卖双份儿！",repos-cmnt-2033425320,日本一对萌猫小兄弟，超上镜超可爱，卖萌要卖双份儿,差(-1),差(-1),差(-1),-1,-1,-1,-3
